Ticker,Company,Sector,Industry,MarketCap,ROE,InsiderOwn,EarningsDate,Volume,Price,RS,Date,ATH,52W High,U/D,^IXIC Total,Total,Prev Total,No1,No4,No5,No6,SMA10,EMA8,EMA21,SMA50,SMA200,EMA8 Gap,SMA200 Gap,Volume SMA50,BuyFlg1,BuyFlg2,BuyFlg4,BuyingFlg
MSCI,MSCI Inc,Financial,Financial Data & Stock Exchanges,38.95B,3.24%,-,Apr 23/b,"392,506",491.69,29.95,2024-06-07,679.85,617.39,0.842,7,2,2.0,0,0,0,0,492.9919982,493.01785797860174,499.642686747873,499.58563538,525.27966795,-0.27,-6.39,757886.0,1,0,0,0.0
A,Agilent Technologies Inc.,Healthcare,Diagnostics & Research,38.80B,0.42%,20.71%,May 29/a,"2,365,340",132.98,47.29,2024-06-07,179.57,155.35,0.794,7,5,5.0,0,1,0,1,136.779001,139.2957035250432,141.4339012702385,142.00887942,129.34606458,-4.53,2.81,1605582.0,1,0,0,0.0
NUE,Nucor Corp.,Basic Materials,Steel,38.60B,0.58%,21.23%,Apr 22/a,"1,643,603",161.00,35.11,2024-06-07,203.0,203.0,0.63,7,4,4.0,0,1,0,0,165.5800002,167.44305796806853,173.81938445303587,179.3317996,170.80824979999997,-3.85,-5.74,1330336.0,1,0,0,0.0
PCG,PG&E Corp.,Utilities,Utilities - Regulated Electric,38.58B,5.90%,9.86%,Apr 25/b,"7,683,930",18.05,54.3,2024-06-07,71.57,18.95,1.996,7,6,6.0,1,1,1,0,18.2639997,18.20270232019259,17.79069289150634,17.50519998,16.980773550000002,-0.84,6.3,12178498.0,1,1,0,0.0
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,38.08B,0.33%,25.97%,Jun 26/b,"3,280,681",67.46,40.66,2024-06-07,90.89,85.84,0.992,7,4,4.0,1,1,0,0,67.5069999,68.39134961491183,68.69371320319236,69.36442989999999,65.32786523,-1.36,3.26,3709530.0,1,0,0,0.0
KR,Kroger Co.,Consumer Defensive,Grocery Stores,37.82B,0.79%,19.82%,Jun 20/b,"3,013,878",51.98,54.49,2024-06-07,62.78,58.34,0.841,7,5,5.0,1,1,0,0,52.1050004,52.78025990978578,53.499893718763694,54.6738299,48.14460144,-1.52,7.97,4846542.0,1,0,0,0.0
VRSK,Verisk Analytics Inc,Industrials,Consulting Services,37.67B,0.24%,452.88%,May 01/b,"856,687",264.00,65.26,2024-06-07,264.14,264.14,1.324,7,5,4.0,1,0,1,0,254.6799988,252.97472481735932,244.99630428769544,238.10899938,238.425824895,4.36,10.73,902890.0,1,1,0,0.0
CNC,Centene Corp.,Healthcare,Healthcare Plans,37.25B,1.11%,10.52%,Apr 26/b,"3,076,089",69.81,34.99,2024-06-07,98.53,81.42,0.736,7,3,3.0,0,0,0,0,70.96199859999999,72.56566329504335,74.11070713647241,74.18600004,73.377550085,-3.8,-4.86,3561920.0,1,0,0,0.0
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,37.19B,1.69%,20.74%,May 02/b,"770,228",271.87,64.11,2024-06-07,304.25,304.25,0.842,7,6,6.0,1,1,0,1,277.1589996,279.5090206824308,281.822987691325,287.45668276000004,249.49743761,-2.73,8.97,913826.0,0,0,0,0.0
CTVA,Corteva Inc,Basic Materials,Agricultural Inputs,36.87B,0.15%,2.77%,May 01/a,"3,604,516",52.90,45.57,2024-06-07,68.43,58.81,0.926,7,5,5.0,1,1,0,0,54.6813542,55.04705585706713,55.25669736222565,55.69223464,51.02924200500001,-3.9,3.67,3142624.0,1,0,0,0.0
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,36.62B,13.44%,30.60%,Apr 24/b,"1,502,833",168.53,19.63,2024-06-07,227.8,227.8,0.918,7,0,0.0,0,0,0,0,171.9676316,174.90120698241796,185.3468537810932,192.9319111,200.678715525,-3.64,-16.02,1809208.0,1,0,0,0.0
DDOG,Datadog Inc,Technology,Software - Application,36.62B,16.62%,6.21%,May 07/b,"3,636,972",109.47,41.49,2024-06-07,199.68,138.61,0.736,7,5,5.0,0,1,0,1,114.27699950000002,115.33782580577304,119.2942137882075,121.48880034,113.20799999,-5.09,-3.3,3907244.0,1,0,0,0.0
MPWR,Monolithic Power System Inc,Technology,Semiconductors,36.58B,4.49%,21.09%,May 01/a,"321,374",751.64,84.31,2024-06-07,778.15,778.15,1.01,7,7,7.0,1,1,1,1,746.5100036000001,739.2301871343335,715.2451263967798,694.8018018000001,602.2807605099999,1.68,24.8,485062.0,1,1,1,0.0
FAST,Fastenal Co.,Industrials,Industrial Distribution,36.58B,0.20%,34.56%,Apr 11/b,"2,499,631",63.89,47.03,2024-06-07,79.04,79.04,0.777,7,4,4.0,0,1,0,0,64.7809997,65.41205515726344,67.25931335090048,68.45699934,64.119529315,-2.33,-0.36,3664792.0,1,0,0,0.0
LNG,Cheniere Energy Inc.,Energy,Oil & Gas Midstream,36.53B,1.24%,160.89%,May 03/b,"1,350,640",159.59,43.4,2024-06-07,183.46,183.46,0.746,7,2,2.0,0,0,1,0,158.19499660000002,158.54975151427234,158.2088093361913,157.81635491999998,163.14460126,0.66,-2.18,1775660.0,0,0,0,0.0
EA,"Electronic Arts, Inc.",Communication Services,Electronic Gaming & Multimedia,36.45B,9.60%,17.20%,May 07/a,"2,488,389",136.82,48.88,2024-06-07,151.26,144.53,1.092,7,5,4.0,1,0,1,0,134.4475678,133.2886249761833,131.5923465256206,129.8144066,131.231189335,2.65,4.26,2246986.0,1,1,0,0.0
PEG,Public Service Enterprise Group Inc.,Utilities,Utilities - Regulated Electric,36.30B,0.13%,11.88%,Apr 30/b,"1,929,632",72.88,72.71,2024-06-07,75.82,75.82,1.679,7,7,7.0,1,1,1,1,73.8104615,73.28393839909313,70.85264067036462,69.77408267999999,62.30635046,-0.55,16.97,2724460.0,1,1,1,0.0
SYY,Sysco Corp.,Consumer Defensive,Food Distribution,36.18B,0.17%,113.00%,Apr 30/b,"2,045,881",72.66,37.66,2024-06-07,91.53,82.89,0.921,7,4,4.0,0,1,0,0,72.48100059999999,73.31772231270506,74.79871885430393,75.4631092,72.964735955,-0.9,-0.42,2971966.0,1,0,0,0.0
EXC,Exelon Corp.,Utilities,Utilities - Regulated Electric,36.17B,0.17%,9.07%,May 02/b,"3,199,118",36.17,32.12,2024-06-07,65.71,43.53,1.152,7,2,2.0,0,1,0,0,36.7969998,37.105429130621005,37.10115713931002,37.1917913,36.927061805,-2.52,-2.05,5710088.0,1,1,0,0.0
IR,Ingersoll-Rand Inc,Industrials,Specialty Industrial Machinery,35.96B,0.20%,8.55%,May 02/a,"2,142,044",89.13,73.54,2024-06-07,96.67,96.67,0.744,7,6,6.0,1,1,0,1,91.0339995,91.15547560977656,91.32863070925372,91.87557314,79.14792502,-2.22,12.61,2862848.0,1,0,0,0.0
HPQ,HP Inc,Technology,Computer Hardware,35.67B,0.22%,-,May 29/a,"8,650,723",36.45,79.09,2024-06-07,41.47,39.52,1.538,7,7,6.0,1,1,1,1,35.2479999,34.080914732632394,31.869135004990344,30.5174,28.838299285,6.95,26.39,7847488.0,1,1,1,0.0
KVUE,Kenvue Inc,Consumer Defensive,Household & Personal Products,35.21B,0.03%,9.65%,May 07/b,"17,715,840",18.39,20.78,2024-06-07,27.8,26.74,0.537,7,0,0.0,0,0,0,0,19.0159998,19.24100467676562,19.487440576561703,19.5652343,19.87049676,-4.42,-7.45,20612810.0,1,0,0,0.0
GEHC,GE HealthCare Technologies Inc,Healthcare,Medical Devices,34.85B,7.03%,22.33%,Apr 30/b,"2,327,683",76.34,38.36,2024-06-07,94.5,94.5,0.633,7,4,4.0,0,1,0,0,77.8589989,78.80747223415445,81.24941043170386,82.84596762,76.72897258500001,-3.13,-0.51,2673472.0,1,0,0,0.0
HWM,Howmet Aerospace Inc,Industrials,Aerospace & Defense,34.20B,1.18%,21.92%,May 02/b,"2,046,465",83.78,92.92,2024-06-07,85.52,85.52,1.142,7,7,7.0,1,1,1,1,84.15499960000001,82.703204683449,77.60600275582111,74.2524611,58.82233483,1.3,42.43,3077248.0,1,1,1,0.0
FLUT,Flutter Entertainment Plc,Consumer Cyclical,Gambling,34.02B,1.03%,-0.47%,May 14/b,"1,038,591",191.55,40.79,2024-06-07,241.52,226.4,1.144,7,5,5.0,1,1,0,0,190.7659989,194.21080810590064,196.7242512485031,194.74499938,184.63944998,-1.37,3.74,773958.0,1,1,0,0.0
FANG,Diamondback Energy Inc,Energy,Oil & Gas E&P,33.94B,0.51%,19.60%,Apr 30/a,"1,027,671",190.30,79.53,2024-06-07,211.96,211.96,0.917,7,6,6.0,1,1,0,1,193.3300003,193.96603000801224,194.50110615998585,198.65074914,166.70532444,-1.89,14.15,1452548.0,1,0,0,0.0
NDAQ,Nasdaq Inc,Financial,Financial Data & Stock Exchanges,33.89B,35.75%,11.69%,Apr 25/b,"2,286,165",58.78,49.96,2024-06-07,71.65,64.25,0.747,7,5,5.0,1,1,0,0,59.6279995,60.062886812229,60.35132788592013,60.9209998,55.81546774,-2.14,5.31,2777736.0,1,0,0,0.0
LVS,Las Vegas Sands Corp,Consumer Cyclical,Resorts & Casinos,33.54B,46.41%,39.16%,Apr 17/a,"9,495,019",45.02,21.99,2024-06-07,148.76,61.25,0.869,7,1,1.0,0,0,0,0,44.3250001,44.95153351415896,46.50462935702954,47.4084,48.748450065,0.15,-7.65,5584312.0,1,0,0,0.0
DD,DuPont de Nemours Inc,Basic Materials,Specialty Chemicals,33.45B,0.27%,1.61%,May 01/b,"2,933,909",80.01,63.47,2024-06-07,109.71,82.63,1.348,7,6,6.0,1,1,1,1,80.87945549999999,79.83231568181755,77.78956154890705,77.04766304,72.796386555,0.22,9.91,2567594.0,1,1,1,0.0
XYL,Xylem Inc,Industrials,Specialty Industrial Machinery,33.29B,0.67%,9.63%,May 02/b,"844,594",137.32,80.04,2024-06-07,146.08,146.08,1.442,7,7,7.0,1,1,1,1,139.1447264,139.3578650308039,136.52437863485653,134.93470258,113.88488348,-1.46,20.58,1296890.0,1,1,1,0.0
VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,32.82B,2.94%,27.44%,Apr 24/b,"13,577,222",87.68,98.52,2024-06-07,109.27,109.27,0.987,7,6,6.0,1,1,0,1,97.5849999,95.87948943596302,92.01549562874712,91.04679976,60.003778075,-8.55,46.12,9368280.0,1,0,0,0.0
BIIB,Biogen Inc,Healthcare,Drug Manufacturers - General,32.82B,0.76%,8.04%,Apr 24/b,"917,448",225.43,23.96,2024-06-07,480.18,319.76,1.089,7,1,1.0,0,0,1,0,225.4030014,225.68652091753177,221.2049075497733,214.49360078,236.514600155,-0.11,-4.69,1167760.0,1,1,0,0.0
CTSH,Cognizant Technology Solutions Corp.,Technology,Information Technology Services,32.79B,0.20%,16.00%,May 01/a,"1,459,974",65.94,29.63,2024-06-07,93.47,80.09,0.623,7,3,3.0,0,0,0,0,66.1129999,66.66812814281188,68.00760220349962,67.90866014,70.65740641000001,-1.09,-6.68,3891050.0,1,0,0,0.0
VMC,Vulcan Materials Co,Basic Materials,Building Materials,32.74B,0.21%,12.79%,May 02/b,"608,200",247.59,55.76,2024-06-07,276.58,276.58,0.993,7,5,6.0,1,1,0,0,252.4990006,254.9570595951428,258.2030819428098,260.88664608000005,233.68451194,-2.89,5.95,695916.0,0,0,0,0.0
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,32.55B,0.36%,57.54%,Apr 10/b,"4,679,413",50.44,79.02,2024-06-07,63.44,53.86,1.02,7,7,7.0,1,1,1,1,50.5490003,50.88042421296165,49.85583116694814,49.80119800000001,41.537116765,-0.87,21.43,9338848.0,1,1,1,0.0
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,31.68B,0.18%,8.51%,May 02/a,"1,282,160",91.61,45.06,2024-06-07,102.21,98.85,1.889,7,5,5.0,1,1,0,0,93.0050002,93.63510001483124,93.13984920048422,92.77913494,89.00799428,-2.16,2.92,2182970.0,1,1,0,0.0
GLW,"Corning, Inc.",Technology,Electronic Components,31.63B,9.69%,5.30%,Apr 30/b,"4,113,699",36.93,74.43,2024-06-07,113.33,37.52,1.652,7,7,7.0,1,1,1,1,36.699424,36.15123809220682,34.58717542001551,33.6077666,30.79209702,2.15,19.93,4871476.0,1,1,1,0.0
BKR,Baker Hughes Co,Energy,Oil & Gas Equipment & Services,31.58B,0.14%,12.10%,Apr 23/a,"6,770,138",31.64,40.21,2024-06-07,100.29,37.58,1.07,7,1,1.0,0,0,0,0,32.158999900000005,32.20963819099644,32.28836509374769,32.625543140000005,32.667522335,-1.77,-3.15,6165304.0,0,1,0,0.0
EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,31.36B,1.37%,9.33%,Apr 30/a,"1,015,520",148.10,54.87,2024-06-07,228.84,164.99,1.209,7,7,7.0,1,1,1,1,144.7839998,145.6449959604387,143.9935474320943,142.88300016,134.929400605,1.69,9.76,984830.0,0,1,1,0.0
DFS,Discover Financial Services,Financial,Credit Services,31.30B,0.74%,15.59%,Apr 17/a,"924,747",124.90,71.5,2024-06-07,135.69,131.65,1.142,7,7,6.0,1,1,1,1,122.4190003,123.04917230596976,122.9201487593866,124.0158875,105.45872646,1.5,18.43,1259146.0,0,1,1,0.0
CSGP,"Costar Group, Inc.",Real Estate,Real Estate Services,31.12B,1.20%,4.11%,Apr 23/a,"3,240,997",76.21,25.17,2024-06-07,101.05,100.38,0.53,7,4,4.0,0,1,0,0,79.4530006,81.67524049479462,85.41394813612901,87.86859998,84.08790005,-6.69,-9.37,1969482.0,1,0,0,0.0
ON,ON Semiconductor Corp.,Technology,Semiconductors,31.11B,0.51%,29.85%,Apr 29/b,"3,482,773",72.31,17.91,2024-06-07,111.35,111.35,1.13,7,1,1.0,0,0,1,0,72.6379999,72.47159808434074,71.91331960461899,70.09660018000001,78.10104984,-0.22,-7.41,6493244.0,1,1,0,0.0
RMD,Resmed Inc.,Healthcare,Medical Instruments & Supplies,30.98B,0.75%,22.39%,Apr 25/a,"411,936",210.91,73.99,2024-06-07,301.34,229.97,0.767,7,7,7.0,1,1,1,1,209.6339997,211.140924069951,206.20327576509357,202.69528196,173.68276772,-0.11,21.43,1047850.0,1,0,1,0.0
XEL,"Xcel Energy, Inc.",Utilities,Utilities - Regulated Electric,30.42B,0.37%,10.62%,Apr 25/b,"3,824,199",54.74,36.45,2024-06-07,77.66,65.62,1.289,7,3,3.0,0,0,1,0,54.6560003,54.9335595525379,54.76133860230727,54.51580004,56.77804781,-0.35,-3.59,3969454.0,0,1,0,0.0
HUBS,HubSpot Inc,Technology,Software - Application,30.41B,4.26%,-10.59%,May 08/a,"319,498",596.65,56.53,2024-06-07,866.0,693.85,1.028,7,6,6.0,1,1,0,1,610.0850036999999,608.2061061458858,613.4754811258077,623.2542004600001,557.044348765,-1.9,7.11,724304.0,1,1,0,0.0
ADM,Archer Daniels Midland Co.,Consumer Defensive,Farm Products,30.29B,0.68%,12.65%,Apr 30/b,"3,184,887",61.27,32.37,2024-06-07,98.88,87.3,0.936,7,1,1.0,0,0,1,0,61.1309998,61.16598148110877,60.79527152521305,61.1367853,65.65148938499999,0.17,-6.67,3788976.0,1,0,0,0.0
HAL,Halliburton Co.,Energy,Oil & Gas Equipment & Services,30.17B,0.42%,28.73%,Apr 23/b,"7,532,132",34.08,33.27,2024-06-07,74.33,43.85,0.947,7,2,2.0,0,1,0,0,34.9836667,35.444034669743665,36.50796970981903,37.635177760000005,37.398797095,-3.85,-8.87,5891154.0,1,0,0,0.0
CDW,CDW Corp,Technology,Information Technology Services,30.14B,0.31%,58.81%,May 01/b,"819,757",224.24,50.73,2024-06-07,263.37,263.37,0.78,7,5,5.0,0,1,0,1,223.7809998,224.84560639430413,229.4117898812744,233.36675104000005,223.289634935,-0.27,0.43,785122.0,0,0,0,0.0
PINS,Pinterest Inc,Communication Services,Internet Content & Information,30.13B,13.66%,4.78%,Apr 30/a,"13,137,913",44.11,91.39,2024-06-07,89.9,44.2,1.494,7,7,7.0,1,1,1,1,41.7860002,41.59668087996658,39.66953122104617,38.06699992,33.966699995,6.04,29.86,9217144.0,1,1,1,0.0
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,30.11B,0.44%,18.64%,Apr 18/a,"1,561,776",128.41,26.77,2024-06-07,182.97,152.89,1.07,7,2,2.0,0,0,0,0,130.4280008,131.46092957176327,133.1810489350585,133.66708576000002,135.79245364,-2.32,-5.44,1589776.0,1,1,0,0.0
HIG,Hartford Financial Services Group Inc.,Financial,Insurance - Property & Casualty,29.83B,0.36%,18.26%,Apr 25/a,"877,460",100.85,80.81,2024-06-07,106.23,103.64,1.267,7,7,7.0,1,1,1,1,100.6750885,100.58091254795733,99.52983329079125,99.66086362,85.145097155,0.27,18.44,1593708.0,1,1,1,0.0
VEEV,Veeva Systems Inc,Healthcare,Health Information Services,29.60B,8.94%,12.59%,May 30/a,"1,053,374",183.14,22.81,2024-06-07,343.96,236.9,0.612,7,3,3.0,0,1,0,0,187.6089995,191.72029128628932,200.1596921517768,203.03360012,202.618349675,-4.48,-9.61,1026636.0,1,0,0,0.0
VICI,VICI Properties Inc,Real Estate,REIT - Diversified,29.60B,0.34%,10.61%,May 01/a,"5,078,468",28.37,32.57,2024-06-07,35.69,33.4,1.132,7,2,2.0,0,0,0,0,28.391999700000003,28.75418427173363,28.909207114212265,28.87439986,29.09847959,-1.34,-2.5,6330698.0,1,1,0,0.0
DVN,Devon Energy Corp.,Energy,Oil & Gas E&P,29.57B,0.74%,28.91%,May 01/a,"5,656,615",46.79,42.63,2024-06-07,127.43,55.09,0.989,7,3,3.0,1,1,0,0,47.4820005,48.10771398466415,49.00408854020325,50.62980018,46.458057665,-2.74,0.71,6700666.0,1,0,0,0.0
VST,Vistra Corp,Utilities,Utilities - Independent Power Producers,29.56B,0.77%,13.98%,May 08/b,"7,162,233",85.07,98.91,2024-06-07,107.24,107.24,0.825,7,7,7.0,1,1,1,1,96.2500008,92.42935327934798,85.23563332528681,82.24879992,50.45158889500001,-7.96,68.62,8537844.0,1,0,1,0.0
TSCO,Tractor Supply Co.,Consumer Cyclical,Specialty Retail,29.21B,0.30%,55.58%,Apr 25/b,"954,615",270.93,75.39,2024-06-07,287.89,287.89,1.435,7,7,7.0,1,1,1,1,275.92999580000003,274.4327654204436,268.6851250621679,265.4132297,229.402183835,-1.28,18.1,1059430.0,0,1,1,0.0
ROK,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery,29.17B,0.21%,35.21%,May 07/b,"425,427",255.91,22.69,2024-06-07,354.99,348.52,0.944,7,0,0.0,0,0,0,0,257.6429994,261.4405249341874,268.25748320169635,271.7305591,280.274981,-2.12,-8.69,906838.0,1,0,0,0.0
EFX,"Equifax, Inc.",Industrials,Consulting Services,28.84B,0.52%,12.93%,Apr 17/a,"687,325",233.28,43.34,2024-06-07,300.11,275.1,0.958,7,4,6.0,0,0,0,1,234.77299950000003,236.6478121442284,238.98583735207148,238.62101532,225.636206125,-1.42,3.39,884986.0,1,0,0,0.0
WAB,Westinghouse Air Brake Technologies Corp,Industrials,Railroads,28.78B,1.05%,8.94%,Apr 24/b,"885,374",163.17,88.39,2024-06-07,170.83,170.83,1.022,7,7,7.0,1,1,1,1,166.7579985,165.92688936055876,160.9866381567364,158.83574616,130.277115465,-1.66,25.25,1138614.0,1,1,1,0.0
FSLR,First Solar Inc,Technology,Solar,28.62B,5.60%,16.05%,May 01/a,"2,524,202",267.34,93.55,2024-06-07,317.0,286.6,1.831,7,7,7.0,1,1,1,1,273.6370025,251.48003203700256,219.31836365033092,203.56819978,168.65249975499998,6.31,58.52,2743504.0,1,1,1,0.0
EIX,Edison International,Utilities,Utilities - Regulated Electric,28.46B,0.11%,6.22%,Apr 30/a,"1,386,899",73.98,59.84,2024-06-07,83.38,77.04,1.185,7,6,6.0,1,1,1,0,75.0289992,74.85631081391516,73.25299706164766,72.45619938,67.614062835,-1.17,9.42,1808702.0,1,1,0,0.0
MSTR,Microstrategy Inc.,Technology,Software - Application,28.32B,11.11%,-5.99%,Apr 29/a,"1,254,335",1596.20,99.86,2024-06-07,3330.0,1999.99,0.728,7,7,7.0,1,1,1,1,1625.8079834,1570.344585025039,1456.9353143792905,1431.7790014799998,822.98555118,1.65,93.95,1524082.0,1,0,1,0.0
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,28.24B,8.04%,-50.91%,May 16/a,"1,465,040",164.77,67.42,2024-06-07,214.91,171.59,1.44,7,5,5.0,1,0,1,0,161.8679993,158.39155157746706,153.06955455196638,149.89760008000002,150.16010017,4.03,9.73,1659224.0,1,1,0,0.0
AVB,Avalonbay Communities Inc.,Real Estate,REIT - Residential,28.04B,0.38%,8.33%,Apr 25/a,"557,503",197.21,60.92,2024-06-07,259.05,200.71,1.204,7,6,6.0,1,1,1,0,194.4189988,195.2565055173287,192.0895288801451,190.6150003,178.70089920499998,1.0,10.36,658118.0,0,1,0,0.0
DG,Dollar General Corp.,Consumer Defensive,Discount Stores,27.84B,0.31%,23.35%,May 30/b,"2,189,076",126.61,20.65,2024-06-07,262.21,206.26,0.572,7,2,2.0,0,1,0,0,135.6259996,136.28503164185116,140.12788674805907,143.2184311,132.8973935,-7.1,-4.73,2450536.0,1,0,0,0.0
ZS,Zscaler Inc,Technology,Software - Infrastructure,27.12B,39.90%,-8.68%,May 30/a,"2,122,016",180.99,42.83,2024-06-07,376.11,259.61,1.004,7,4,4.0,0,0,1,1,169.9430007,173.18198380602198,178.13182935708934,176.67220126,190.44795028,4.51,-4.97,2008600.0,1,1,0,0.0
APP,Applovin Corp,Technology,Software - Application,26.95B,48.62%,44.69%,May 08/a,"2,787,535",81.91,97.89,2024-06-07,116.09,88.5,0.943,7,7,7.0,1,1,1,1,82.64000080000001,81.8455054959879,77.71964451171766,76.98059996,52.92357493,0.08,54.77,4241608.0,0,0,1,0.0
EBAY,EBay Inc.,Consumer Cyclical,Internet Retail,26.65B,0.31%,45.37%,May 01/a,"4,299,102",53.08,69.85,2024-06-07,81.19,55.15,1.143,7,7,7.0,1,1,1,1,53.2733291,52.71036816611253,51.58310577886869,51.5199982,45.018489675,0.7,17.91,5173044.0,1,1,1,0.0
GFS,GlobalFoundries Inc,Technology,Semiconductors,26.63B,85.71%,8.36%,May 07/b,"1,538,683",47.93,19.5,2024-06-07,79.49,68.57,0.833,7,0,0.0,0,0,0,0,49.0310001,49.931322625945526,50.58865612991908,50.11479982000001,54.08467496,-4.01,-11.38,1653688.0,1,0,0,0.0
CBRE,CBRE Group Inc,Real Estate,Real Estate Services,26.27B,0.69%,12.35%,May 03/b,"1,654,531",85.63,39.45,2024-06-07,111.0,98.65,0.692,7,5,5.0,0,1,0,1,86.5569991,87.25453500853457,88.34086475514279,88.94019984,84.52504997,-1.86,1.31,1639438.0,1,0,0,0.0
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,26.26B,0.17%,20.08%,May 02/b,"830,759",107.38,60.1,2024-06-07,108.68,108.68,1.116,7,7,7.0,1,1,1,1,106.3710008,106.66177654606484,105.58624020681069,105.24365858,97.459126835,0.67,10.18,1197606.0,1,1,1,0.0
TRGP,Targa Resources Corp,Energy,Oil & Gas Midstream,26.17B,1.75%,41.65%,May 02/b,"989,803",118.01,87.56,2024-06-07,160.97,119.68,1.209,7,7,7.0,1,1,1,1,116.6720015,116.39545922296595,113.90718762742584,114.6376311,94.62974035,1.39,24.71,1515124.0,0,1,1,0.0
HPE,Hewlett Packard Enterprise Co,Technology,Communication Equipment,26.03B,0.42%,8.60%,Jun 04/a,"21,555,978",20.03,74.75,2024-06-07,20.43,20.43,1.361,7,7,7.0,1,1,1,1,18.5820002,18.407231146471894,17.812163576924036,17.65760014,16.584837885,8.82,20.77,15043644.0,1,1,1,0.0
ARES,Ares Management Corp,Financial,Asset Management,25.88B,15.03%,25.33%,May 02/b,"967,019",132.93,75.9,2024-06-07,150.12,150.12,0.827,7,6,6.0,1,1,0,1,139.5549973,139.3628885375466,138.0521754286029,137.00659882,119.853008415,-4.62,10.91,1229542.0,1,0,0,0.0
TROW,T. Rowe Price Group Inc.,Financial,Asset Management,25.80B,2.24%,20.09%,Apr 26/b,"649,578",115.55,52.51,2024-06-07,224.56,132.76,1.234,7,7,7.0,1,1,1,1,116.5210015,115.94631972017513,114.85489575918174,114.6628009,106.868240335,-0.34,8.12,1329070.0,0,1,1,0.0
BRO,"Brown & Brown, Inc.",Financial,Insurance Brokers,25.75B,17.45%,17.22%,Apr 22/a,"948,071",90.28,75.65,2024-06-07,91.7,91.7,1.335,7,7,7.0,1,1,1,1,88.9120004,88.6856582893194,86.71329544776795,85.56198968000001,77.63108729,1.8,16.29,1261760.0,1,1,1,0.0
FTV,Fortive Corp,Technology,Scientific & Technical Instruments,25.61B,0.36%,8.84%,Apr 24/b,"896,826",72.75,33.08,2024-06-07,87.1,87.1,0.565,7,3,3.0,0,1,0,0,73.6577003,74.59427943557625,76.82780476020787,78.17948108,75.908949765,-2.47,-4.16,1611790.0,1,0,0,0.0
SNAP,Snap Inc,Communication Services,Internet Content & Information,25.58B,36.87%,-55.16%,Apr 25/a,"26,939,351",15.59,88.52,2024-06-07,83.34,17.9,1.49,7,7,7.0,1,1,1,1,15.209,15.30441284436004,14.581697909951252,13.8507999,12.61179997,1.87,23.61,28128928.0,1,1,1,0.0
WEC,WEC Energy Group Inc,Utilities,Utilities - Regulated Electric,25.22B,0.16%,12.16%,May 01/b,"1,528,114",79.85,34.41,2024-06-07,109.53,93.37,0.849,7,2,2.0,0,1,0,0,80.4109991,81.35241581657891,81.44134611202847,81.4487518,80.46266695,-1.85,-0.76,1976882.0,1,0,0,0.0
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,25.15B,10.00%,-15.57%,May 06/a,"1,328,053",98.48,84.89,2024-06-07,157.4,99.91,1.757,7,7,7.0,1,1,1,1,96.4519996,96.07770644688436,92.27029431580466,90.37359966,78.03351930499998,2.5,26.2,1756080.0,1,1,1,0.0
IRM,Iron Mountain Inc.,Real Estate,REIT - Specialty,25.05B,0.86%,68.69%,May 02/b,"1,804,607",85.47,84.44,2024-06-07,85.63,85.63,1.346,7,7,7.0,1,1,1,1,81.29699989999999,81.34695418216256,79.51522988673287,78.83739917999999,68.89359439,5.07,24.06,1249428.0,1,1,1,0.0
AWK,American Water Works Co. Inc.,Utilities,Utilities - Regulated Water,24.99B,0.20%,9.81%,May 01/a,"1,062,850",128.25,39.38,2024-06-07,189.65,151.22,1.522,7,3,3.0,1,0,1,0,128.97699970000002,129.80211685538632,127.30886425247444,125.09912348,125.101245175,-1.2,2.52,1406624.0,1,1,0,0.0
NTAP,Netapp Inc,Technology,Computer Hardware,24.97B,0.45%,85.55%,May 30/a,"1,377,266",120.98,90.11,2024-06-07,152.75,122.3,1.509,7,7,7.0,1,1,1,1,119.0780005,116.4962575432651,110.49803250529784,107.95984286,89.892358915,3.85,34.58,1936728.0,1,1,1,0.0
GPN,"Global Payments, Inc.",Technology,Software - Infrastructure,24.94B,0.85%,5.92%,May 01/b,"2,694,441",97.71,14.98,2024-06-07,220.81,141.78,0.6,7,1,1.0,0,0,0,0,99.7740005,102.69154180065422,110.61839135037826,114.86659974,121.19938893,-4.85,-19.38,2221152.0,1,0,0,0.0
RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,24.88B,9.79%,16.90%,Apr 24/a,"498,436",120.03,63.15,2024-06-07,131.19,131.19,1.149,7,6,6.0,1,1,0,1,121.6720001,122.33088073414604,123.07287659395216,124.55820032,112.020305425,-1.88,7.15,977180.0,0,1,0,0.0
